unidade,mes,tipo_exame,pacientes_dia,exames_realizados,turno_mais_movimentado,temp_medio_exame,protocolo_emergencia,direcao_centrifuga,quantidade_refrigeradores,alinhamento_refrigeradores,cor_parede_laboratorio,cor_parede_coleta,aromatizador_eucalipto,cheiro_ambiente,musica_ambiente,cor_jaleco_funcionario,elemento_decorativo,janela_virada_para,hora_inicio_turno,cpf_biomedico,mes_nascimento_biomedico,dia_fechamento,chefe_setor,tipo_refrigeracao,tempo_entrega_resultado
Unidade B,jun/2025,urina,54,51,noite,11.4,não,oeste,2,lado_a_lado,azul_cobalto,roxa,não,eucalipto,rock,branco,nenhum,leste,9,23985551054,mai,15,Carlos,climatizada,22.97
Unidade C,ago/2024,urina,46,61,noite,,não,leste,4,em_L,azul,amarela,não,nenhum,rock,branco,samambaia,norte,10,39211765544,jun,9,Bianca,climatizada,27.54
Unidade E,mar/2025,urina,41,49,noite,22.6,não,sul,2,dispersos,laranja,laranja,não,lavanda,rock,vinho,nenhum,nenhuma,10,17395853088,jun,30,Marcos,seca,26.3
Unidade D,set/2025,sangue,49,67,manhã,14.0,não,leste,2,lado_a_lado,amarela,laranja,não,lavanda,jazz,branco,cacto,leste,11,97698052677,mai,14,Ana,climatizada,21.94
Unidade D,out/2024,imagem,43,67,manhã,13.5,não,norte,3,dispersos,laranja,roxa,não,lavanda,rock,branco,vaso_bambu,oeste,5,64695832675,nov,12,1113,controlada,31.92
Unidade E,nov/2025,,54,52,noite,28.3,não,oeste,1,lado_a_lado,azul,branca,não,café,pagode_90s,azul_bebe,cacto,sul,6,73425314988,jan,24,Julia,umida,51.69
Unidade C,mai/2024,sangue,64,42,manhã,13.3,não,norte,1,em_L,verde,azul_cobalto,sim,eucalipto,nenhuma,verde_limao,vaso_bambu,leste,11,34544649627,fev,10,Julia,climatizada,23.75
Unidade D,jan/2025,genético,58,52,tarde,19.9,não,norte,1,dispersos,grafite,laranja,não,eucalipto,pagode_90s,azul_bebe,samambaia,norte,5,52898043852,jan,15,Marcos,seca,45.89
Unidade C,mar/2024,,69,47,manhã,24.9,não,sul,4,dispersos,verde,amarela,não,lavanda,nenhuma,vinho,nenhum,norte,7,17602262342,out,22,Bianca,climatizada,28.13
Unidade A,abr/2025,sangue,43,52,tarde,18.5,não,leste,2,lado_a_lado,verde,amarela,não,café,jazz,vinho,vaso_bambu,leste,10,23631832992,jan,29,Ana,umida,25.76
Unidade E,jan/2025,covid,43,54,tarde,25.0,não,sul,2,dispersos,laranja,laranja,não,café,nenhuma,azul_bebe,samambaia,norte,12,54360294203,out,27,Nina,seca,30.79
Unidade F,jan/2024,sangue,42,63,tarde,25.5,sim,leste,2,lado_a_lado,branca,azul_cobalto,não,eucalipto,pagode_90s,vinho,vaso_bambu,oeste,6,13242621720,mar,26,Marcos,umida,42.34
Unidade D,set/2024,urina,66,44,manhã,12.7,não,oeste,1,em_L,amarela,verde,não,lavanda,nenhuma,vinho,cacto,leste,5,13840600097,out,7,Marcos,umida,18.59
Unidade B,jul/2025,urina,36,66,tarde,18.6,não,sul,2,dispersos,azul_cobalto,amarela,não,eucalipto,rock,branco,vaso_bambu,oeste,6,55129433815,set,16,José,controlada,23.75
Unidade F,jun/2025,genético,49,46,noite,19.1,não,sul,2,em_L,grafite,amarela,sim,café,jazz,verde_limao,nenhum,sul,12,41752050946,jan,31,Bianca,climatizada,44.15
Unidade D,set/2025,urina,53,48,manhã,23.3,não,sul,4,em_L,vinho,amarela,não,eucalipto,jazz,branco,cacto,oeste,12,25993385339,dez,30,Eduardo,umida,22.9
Unidade E,out/2024,genético,34,38,noite,15.8,sim,sul,4,em_L,vinho,laranja,não,café,nenhuma,verde_limao,cacto,oeste,6,82488434637,jan,11,1234,umida,54.07
Unidade E,set/2025,sangue,45,68,tarde,,,norte,2,em_L,branca,verde,não,nenhum,rock,verde_limao,samambaia,oeste,7,21807881321,mar,9,Bianca,seca,21.91
Unidade F,nov/2025,imagem,47,49,manhã,17.5,não,leste,3,lado_a_lado,verde,amarela,não,café,nenhuma,verde_limao,cacto,sul,11,47327208256,fev,23,Eduardo,seca,35.53
Unidade B,abr/2025,urina,69,63,noite,29.7,não,sul,2,lado_a_lado,azul_cobalto,verde,não,café,nenhuma,branco,cacto,nenhuma,12,57791966627,jan,26,Ana,seca,30.53
Unidade F,mar/2024,genético,37,77,manhã,19.4,não,oeste,1,em_L,azul_cobalto,laranja,não,nenhum,jazz,azul_bebe,nenhum,sul,7,22693781932,abr,27,Ana,controlada,42.65
Unidade F,jan/2024,sangue,52,68,manhã,14.5,não,leste,3,em_L,laranja,roxa,não,eucalipto,rock,branco,vaso_bambu,sul,7,85975154469,mai,15,Marcos,climatizada,19.3
Unidade C,abr/2024,imagem,56,79,manhã,19.7,não,norte,4,em_L,branca,azul_cobalto,não,café,nenhuma,vinho,cacto,nenhuma,11,72003728934,nov,8,Nina,controlada,34.4
Unidade E,nov/2024,sangue,56,51,noite,19.4,não,leste,4,em_L,amarela,verde,sim,lavanda,pagode_90s,verde_limao,nenhum,sul,10,73134968884,dez,26,José,climatizada,26.27
Unidade A,ago/2025,urina,45,55,manhã,16.8,não,sul,4,lado_a_lado,azul_cobalto,branca,não,eucalipto,jazz,verde_limao,cacto,sul,10,63717786091,jul,12,Ana,climatizada,22.23
Unidade A,mar/2024,urina,58,67,tarde,19.0,não,oeste,1,lado_a_lado,azul,azul_cobalto,não,eucalipto,nenhuma,verde_limao,samambaia,oeste,8,70836703635,jul,2,José,climatizada,24.37
Unidade C,jun/2025,sangue,64,57,manhã,7.1,não,sul,3,lado_a_lado,verde,amarela,não,café,rock,vinho,vaso_bambu,norte,8,78994098378,jun,25,Marcos,umida,20.5
Unidade E,dez/2025,covid,51,67,manhã,14.3,não,leste,4,lado_a_lado,vinho,verde,não,nenhum,jazz,azul_bebe,nenhum,nenhuma,7,82410480001,out,1,Marcos,climatizada,25.95
Unidade D,out/2025,hormonal,47,59,noite,21.1,não,sul,3,lado_a_lado,azul,verde,não,lavanda,rock,vinho,vaso_bambu,norte,9,10950433454,jul,7,Julia,controlada,35.36
Unidade C,nov/2025,genético,61,60,manhã,16.1,não,leste,4,em_L,branca,amarela,não,lavanda,jazz,azul_bebe,nenhum,nenhuma,5,74804973889,out,11,Marcos,seca,41.99
Unidade D,abr/2025,urina,52,58,noite,10.8,não,norte,3,dispersos,vinho,branca,não,eucalipto,jazz,vinho,vaso_bambu,norte,7,56998200513,jan,23,Nina,umida,22.16
Unidade E,set/2025,urina,40,71,noite,22.0,não,norte,4,em_L,laranja,amarela,não,nenhum,rock,verde_limao,samambaia,norte,8,48041286096,out,29,Julia,umida,24.28
Unidade C,set/2025,??!!##,51,46,tarde,24.2,não,norte,4,dispersos,azul,roxa,sim,café,rock,branco,nenhum,leste,9,28406926680,jan,1,Nina,umida,35.04
Unidade C,fev/2024,,47,71,tarde,13.0,não,norte,4,em_L,azul,laranja,não,café,nenhuma,branco,cacto,oeste,12,82663607582,jul,15,Ana,climatizada,21.19
Unidade D,fev/2024,sangue,50,64,manhã,16.7,não,norte,3,em_L,branca,laranja,não,nenhum,jazz,vinho,samambaia,leste,5,73031797727,jun,20,Ana,umida,17.66
Unidade B,mai/2025,,65,58,tarde,16.5,sim,norte,2,em_L,branca,branca,não,nenhum,rock,azul_bebe,samambaia,oeste,7,65732380849,mai,21,Bianca,umida,45.24
Unidade E,set/2024,urina,28,81,tarde,13.0,,oeste,2,lado_a_lado,branca,laranja,não,café,jazz,azul_bebe,vaso_bambu,norte,9,47093880707,jun,25,Marcos,controlada,26.3
Unidade B,set/2024,covid,55,58,manhã,17.0,não,norte,1,em_L,amarela,amarela,não,eucalipto,jazz,vinho,samambaia,norte,5,83685948215,abr,7,Julia,seca,25.59
Unidade B,mar/2025,sangue,59,47,manhã,14.8,não,norte,1,lado_a_lado,vinho,azul_cobalto,sim,nenhum,jazz,verde_limao,nenhum,norte,5,17914255439,set,14,Eduardo,umida,20.65
Unidade E,fev/2025,sangue,37,50,noite,15.4,não,oeste,1,em_L,laranja,branca,não,eucalipto,nenhuma,verde_limao,nenhum,norte,6,97530360866,dez,5,Julia,seca,25.56
Unidade D,jul/2025,alergia,43,60,noite,19.8,não,norte,4,em_L,laranja,branca,não,café,rock,branco,nenhum,nenhuma,6,13750762316,jun,8,Marcos,seca,42.45
Unidade E,nov/2024,sangue,57,49,manhã,12.8,não,oeste,4,dispersos,branca,verde,sim,nenhum,jazz,vinho,samambaia,leste,7,79669803024,set,31,Marcos,climatizada,20.71
Unidade F,set/2024,urina,41,71,manhã,,não,sul,1,em_L,azul,branca,não,eucalipto,nenhuma,azul_bebe,nenhum,norte,11,28707665885,mar,28,Eduardo,climatizada,21.58
Unidade D,fev/2025,,39,61,manhã,14.5,,norte,2,dispersos,azul_cobalto,amarela,não,nenhum,pagode_90s,azul_bebe,cacto,norte,9,21226622660,fev,13,José,umida,30.33
Unidade C,abr/2024,alergia,46,46,manhã,16.7,não,sul,3,lado_a_lado,azul_cobalto,amarela,não,lavanda,nenhuma,branco,cacto,sul,6,71226177802,ago,22,José,controlada,37.52
Unidade E,jul/2024,urina,55,58,noite,18.7,não,oeste,4,lado_a_lado,azul,verde,sim,café,jazz,verde_limao,samambaia,nenhuma,12,68814556187,set,3,Bianca,climatizada,26.36
Unidade B,dez/2024,alergia,54,48,manhã,20.7,não,leste,4,dispersos,azul_cobalto,laranja,não,café,nenhuma,azul_bebe,nenhum,oeste,6,47887520864,jan,21,Marcos,seca,40.67
Unidade B,jan/2025,imagem,41,48,tarde,14.9,não,leste,1,em_L,laranja,roxa,não,eucalipto,nenhuma,vinho,vaso_bambu,leste,5,10550380511,jun,18,Carlos,controlada,36.42
Unidade A,abr/2024,sangue,52,79,manhã,21.4,não,norte,2,lado_a_lado,cinza,azul_cobalto,não,lavanda,nenhuma,vinho,samambaia,oeste,8,65685851679,jul,22,Marcos,controlada,23.27
Unidade B,ago/2024,genético,60,56,tarde,14.2,sim,leste,3,em_L,verde,azul_cobalto,não,lavanda,rock,verde_limao,cacto,oeste,8,40264688213,abr,1,Ana,umida,50.19
Unidade E,jun/2024,genético,54,75,tarde,13.2,não,oeste,3,dispersos,branca,laranja,não,nenhum,jazz,branco,vaso_bambu,sul,8,31602031486,jan,4,1234,controlada,45.02
Unidade C,nov/2024,genético,38,52,noite,19.9,não,leste,1,lado_a_lado,vinho,amarela,não,eucalipto,pagode_90s,branco,nenhum,sul,9,85140299032,out,7,Bianca,umida,46.37
Unidade F,nov/2024,covid,47,78,tarde,15.8,,sul,4,dispersos,branca,verde,não,nenhum,rock,verde_limao,samambaia,norte,6,43522457302,jan,24,Bianca,seca,29.05
Unidade D,jun/2024,urina,47,44,tarde,22.4,sim,norte,1,lado_a_lado,vinho,azul_cobalto,sim,eucalipto,nenhuma,branco,samambaia,norte,9,22834266453,ago,20,José,controlada,31.88
Unidade A,set/2025,sangue,50,79,manhã,5.6,,norte,2,lado_a_lado,vinho,azul_cobalto,não,eucalipto,nenhuma,branco,samambaia,nenhuma,6,21820326256,nov,12,1234,climatizada,19.24
Unidade F,jul/2025,covid,44,72,noite,17.9,,oeste,1,dispersos,branca,roxa,não,eucalipto,jazz,vinho,vaso_bambu,nenhuma,12,10642511218,dez,4,Marcos,seca,26.94
Unidade A,ago/2024,urina,65,43,manhã,20.7,não,oeste,4,dispersos,amarela,laranja,não,lavanda,pagode_90s,azul_bebe,cacto,oeste,7,28863198095,jan,30,1234,controlada,21.54
Unidade E,jun/2025,covid,72,60,manhã,20.4,sim,oeste,2,lado_a_lado,cinza,verde,não,café,rock,vinho,cacto,sul,11,79582857205,out,6,Julia,umida,32.62
Unidade D,abr/2025,sangue,43,70,tarde,19.1,sim,sul,4,dispersos,cinza,branca,não,eucalipto,rock,branco,nenhum,nenhuma,11,21757372655,nov,21,Ana,umida,33.95
Unidade D,mar/2024,imagem,47,65,manhã,24.3,não,leste,2,dispersos,vinho,laranja,não,nenhum,nenhuma,verde_limao,vaso_bambu,sul,11,83597365766,mar,19,Bianca,umida,35.73
Unidade E,set/2024,alergia,66,70,tarde,20.7,não,norte,3,dispersos,vinho,branca,não,eucalipto,rock,azul_bebe,samambaia,oeste,12,58054286135,abr,24,Nina,climatizada,38.96
Unidade E,nov/2025,alergia,55,70,manhã,13.5,não,oeste,1,lado_a_lado,grafite,azul_cobalto,não,nenhum,jazz,branco,vaso_bambu,nenhuma,8,57686385177,ago,9,Julia,controlada,36.33
Unidade E,jun/2024,,67,67,manhã,20.1,não,norte,1,lado_a_lado,grafite,verde,sim,nenhum,nenhuma,vinho,samambaia,nenhuma,8,62242703577,abr,21,Bianca,umida,36.58
Unidade A,jul/2024,alergia,49,71,noite,17.7,não,oeste,1,lado_a_lado,amarela,branca,não,café,jazz,verde_limao,vaso_bambu,sul,7,38628480455,nov,16,Ana,controlada,40.8
Unidade E,jun/2025,genético,56,68,manhã,16.3,não,oeste,2,dispersos,cinza,verde,não,café,rock,azul_bebe,nenhum,sul,9,43595463820,fev,21,Carlos,umida,44.98
Unidade C,ago/2025,sangue,50,57,noite,19.6,não,norte,2,em_L,amarela,branca,não,nenhum,nenhuma,azul_bebe,samambaia,norte,7,88035671663,jul,26,Ana,controlada,23.57
Unidade C,fev/2025,imagem,54,91,tarde,15.5,não,norte,1,lado_a_lado,azul,roxa,não,nenhum,pagode_90s,vinho,nenhum,norte,9,32489321964,fev,27,Marcos,controlada,36.06
Unidade D,mai/2024,hormonal,51,53,noite,,não,norte,1,lado_a_lado,cinza,branca,sim,nenhum,rock,verde_limao,cacto,nenhuma,7,96211502536,dez,22,Nina,seca,36.41
Unidade E,nov/2024,urina,55,52,tarde,19.3,não,oeste,4,em_L,branca,laranja,não,nenhum,nenhuma,vinho,nenhum,oeste,5,48734342752,mar,31,Nina,controlada,24.48
Unidade B,set/2025,alergia,39,51,manhã,15.8,não,oeste,3,lado_a_lado,azul_cobalto,roxa,não,lavanda,jazz,azul_bebe,vaso_bambu,nenhuma,10,12750643398,fev,30,1234,climatizada,41.41
Unidade F,ago/2025,imagem,46,54,manhã,14.1,não,sul,4,em_L,azul_cobalto,amarela,não,nenhum,nenhuma,branco,samambaia,norte,9,16505931275,abr,15,Eduardo,controlada,32.03
Unidade B,ago/2024,,57,66,tarde,,não,sul,4,em_L,grafite,branca,não,lavanda,rock,verde_limao,nenhum,sul,10,83155518877,abr,25,1234,climatizada,24.95
Unidade F,set/2024,sangue,50,44,tarde,17.6,não,leste,2,lado_a_lado,amarela,branca,não,nenhum,rock,azul_bebe,nenhum,sul,6,55095880984,dez,6,Marcos,climatizada,22.87
Unidade B,mai/2024,urina,50,64,manhã,20.7,não,oeste,2,lado_a_lado,vinho,verde,não,eucalipto,rock,branco,vaso_bambu,nenhuma,5,77402569389,jan,22,Eduardo,seca,24.02
Unidade C,nov/2024,genético,66,63,manhã,21.4,,sul,4,em_L,verde,roxa,não,eucalipto,nenhuma,verde_limao,vaso_bambu,leste,7,98024131348,jul,11,Nina,umida,45.48
Unidade A,jul/2024,sangue,59,58,manhã,25.6,sim,oeste,3,lado_a_lado,azul_cobalto,laranja,não,nenhum,nenhuma,vinho,cacto,sul,10,32761773715,set,3,1234,climatizada,33.07
Unidade D,dez/2024,genético,49,35,noite,13.0,não,leste,2,em_L,cinza,azul_cobalto,sim,lavanda,pagode_90s,azul_bebe,cacto,oeste,11,28476253724,nov,20,José,climatizada,46.71
Unidade F,fev/2025,urina,46,70,noite,,não,sul,2,em_L,vinho,roxa,não,café,jazz,vinho,nenhum,sul,10,18633228022,mai,24,Eduardo,controlada,23.25
Unidade E,mar/2024,sangue,40,68,tarde,27.0,não,norte,2,lado_a_lado,grafite,verde,não,lavanda,rock,azul_bebe,cacto,oeste,11,51273659253,dez,26,Marcos,controlada,30.77
Unidade F,mai/2024,genético,58,54,manhã,18.4,não,leste,2,dispersos,cinza,roxa,não,eucalipto,rock,branco,nenhum,nenhuma,6,46876831246,mai,15,1234,climatizada,43.91
Unidade F,dez/2024,sangue,44,50,tarde,,não,norte,1,em_L,amarela,roxa,não,café,nenhuma,verde_limao,vaso_bambu,oeste,12,99408122924,ago,29,Carlos,climatizada,23.92
Unidade D,nov/2024,imagem,56,69,manhã,22.1,não,sul,3,em_L,cinza,amarela,não,lavanda,rock,azul_bebe,nenhum,norte,12,42478485953,mar,8,Nina,umida,34.62
Unidade D,ago/2025,alergia,47,66,noite,15.4,sim,oeste,4,dispersos,verde,branca,não,nenhum,rock,verde_limao,cacto,leste,7,96413472950,ago,6,Eduardo,umida,50.78
Unidade F,nov/2025,??!!##,58,67,tarde,22.2,não,norte,3,lado_a_lado,amarela,verde,sim,café,jazz,azul_bebe,cacto,nenhuma,12,94353045103,jun,29,Nina,climatizada,34.19
Unidade C,ago/2025,imagem,50,53,tarde,-16.5,não,norte,1,em_L,azul,azul_cobalto,não,lavanda,jazz,vinho,samambaia,nenhuma,9,18452742715,mar,26,Eduardo,umida,34.24
Unidade D,ago/2024,covid,48,56,tarde,,não,norte,4,lado_a_lado,grafite,roxa,sim,lavanda,jazz,azul_bebe,samambaia,oeste,6,76448414242,mar,9,Marcos,climatizada,22.15
Unidade E,nov/2025,,49,68,noite,18.3,sim,sul,3,lado_a_lado,azul,laranja,não,nenhum,jazz,vinho,vaso_bambu,norte,7,57948811309,fev,25,Julia,controlada,46.33
Unidade E,fev/2024,sangue,39,67,manhã,24.0,não,oeste,4,dispersos,vinho,amarela,não,café,jazz,verde_limao,samambaia,oeste,10,92431987200,mar,17,Julia,umida,23.84
Unidade B,mar/2025,alergia,59,42,manhã,20.2,não,oeste,2,lado_a_lado,vinho,branca,não,eucalipto,nenhuma,verde_limao,nenhum,oeste,11,68779427041,mai,26,Carlos,umida,39.04
Unidade A,nov/2024,alergia,53,68,tarde,,não,norte,4,dispersos,azul,roxa,sim,lavanda,nenhuma,azul_bebe,nenhum,oeste,9,53509259798,set,21,José,umida,37.34
Unidade B,jun/2025,urina,60,74,noite,22.3,não,sul,2,dispersos,amarela,branca,não,eucalipto,rock,verde_limao,vaso_bambu,norte,10,61121603358,jun,15,Bianca,umida,24.83
Unidade E,mai/2024,sangue,54,64,manhã,18.6,não,leste,1,em_L,azul_cobalto,amarela,sim,nenhum,rock,vinho,samambaia,oeste,7,80003788378,mar,14,1234,controlada,24.51
Unidade B,jun/2025,imagem,56,80,tarde,13.6,não,norte,1,lado_a_lado,azul,azul_cobalto,não,nenhum,jazz,verde_limao,cacto,leste,7,21137692415,out,24,Eduardo,climatizada,30.0
Unidade B,dez/2025,sangue,58,59,manhã,8.7,não,oeste,2,dispersos,verde,amarela,não,eucalipto,nenhuma,azul_bebe,nenhum,sul,7,98573029315,out,18,Nina,controlada,17.42
Unidade C,mai/2024,,70,54,tarde,24.9,não,leste,2,lado_a_lado,laranja,laranja,não,nenhum,rock,vinho,vaso_bambu,norte,12,93223576798,mai,16,Nina,climatizada,25.0
Unidade F,jul/2024,imagem,39,69,tarde,13.6,não,norte,1,dispersos,amarela,verde,sim,café,rock,azul_bebe,samambaia,leste,12,82434264508,dez,2,Bianca,seca,33.25
Unidade B,mar/2024,sangue,56,67,manhã,,não,leste,3,em_L,azul,roxa,não,lavanda,pagode_90s,verde_limao,nenhum,nenhuma,6,61231127401,ago,20,Bianca,umida,20.67
Unidade C,ago/2024,genético,68,77,tarde,,não,sul,3,dispersos,branca,amarela,não,lavanda,pagode_90s,verde_limao,vaso_bambu,sul,8,79895786980,jul,17,Julia,seca,43.72
Unidade D,mai/2024,sangue,45,57,manhã,14.2,não,oeste,1,lado_a_lado,azul,laranja,não,café,jazz,azul_bebe,nenhum,nenhuma,11,68132056695,mai,11,Ana,seca,24.25
Unidade B,mar/2024,hormonal,54,68,noite,15.5,não,sul,2,dispersos,verde,azul_cobalto,não,eucalipto,pagode_90s,azul_bebe,nenhum,leste,10,21140424812,abr,22,Carlos,climatizada,33.22
Unidade C,out/2025,urina,57,64,manhã,,não,sul,3,dispersos,amarela,azul_cobalto,sim,lavanda,jazz,branco,nenhum,leste,5,15040712987,set,6,Nina,climatizada,21.65
Unidade F,jun/2025,sangue,53,74,tarde,12.5,não,oeste,2,em_L,laranja,amarela,não,nenhum,rock,azul_bebe,vaso_bambu,sul,12,52342282567,dez,20,Carlos,climatizada,25.5
Unidade F,abr/2024,alergia,47,54,tarde,,,sul,3,dispersos,grafite,roxa,não,lavanda,rock,azul_bebe,nenhum,nenhuma,9,58481258586,ago,3,Julia,umida,35.72
Unidade E,jan/2024,imagem,50,54,tarde,12.6,não,oeste,1,lado_a_lado,cinza,verde,não,nenhum,rock,verde_limao,cacto,leste,7,20056340165,jan,29,José,climatizada,32.8
Unidade E,jan/2024,urina,49,55,tarde,20.9,não,leste,2,em_L,verde,laranja,não,eucalipto,pagode_90s,vinho,nenhum,nenhuma,8,67565391770,jan,25,Julia,seca,23.63
Unidade C,ago/2024,urina,75,74,manhã,20.3,não,sul,4,lado_a_lado,verde,laranja,não,café,pagode_90s,vinho,nenhum,sul,11,43407358139,jan,19,Julia,umida,20.77
Unidade F,jun/2025,alergia,63,38,noite,23.0,não,leste,2,em_L,azul_cobalto,verde,não,nenhum,pagode_90s,verde_limao,samambaia,oeste,6,68474673149,jul,8,Marcos,controlada,40.61
Unidade F,ago/2024,covid,49,50,tarde,21.2,não,leste,4,dispersos,azul,laranja,não,eucalipto,nenhuma,vinho,cacto,nenhuma,6,93932630678,jul,15,Julia,controlada,25.92
Unidade A,mar/2024,imagem,40,43,tarde,17.5,não,sul,4,lado_a_lado,cinza,azul_cobalto,não,lavanda,rock,azul_bebe,vaso_bambu,norte,7,99161879871,jun,22,Nina,umida,33.46
Unidade C,nov/2024,alergia,38,66,manhã,19.0,sim,norte,4,em_L,azul,branca,não,lavanda,nenhuma,azul_bebe,vaso_bambu,leste,6,70161473539,jul,5,Julia,seca,46.41
Unidade F,jan/2025,sangue,54,55,noite,,sim,leste,4,dispersos,laranja,verde,não,lavanda,nenhuma,azul_bebe,nenhum,oeste,9,62298052550,fev,19,1113,controlada,39.5
Unidade F,jul/2024,covid,58,85,tarde,21.2,,sul,1,em_L,azul,verde,não,café,rock,branco,cacto,oeste,8,86852578592,jan,19,Carlos,umida,27.32
Unidade A,jun/2025,covid,83,40,tarde,10.9,não,sul,4,dispersos,branca,laranja,não,eucalipto,nenhuma,vinho,samambaia,nenhuma,12,11290424251,jan,27,1234,controlada,24.51
Unidade E,fev/2025,imagem,58,42,manhã,20.0,não,sul,4,dispersos,azul,azul_cobalto,sim,nenhum,nenhuma,branco,nenhum,leste,10,13616038754,abr,16,Ana,seca,36.27
Unidade C,out/2024,genético,33,50,tarde,17.3,não,leste,3,lado_a_lado,azul,azul_cobalto,não,café,rock,azul_bebe,vaso_bambu,sul,9,53566991465,mai,26,Carlos,climatizada,47.58
Unidade D,jun/2024,hormonal,48,54,manhã,16.3,não,oeste,4,em_L,amarela,laranja,não,nenhum,nenhuma,verde_limao,vaso_bambu,oeste,5,26428911497,fev,29,Julia,umida,33.08
Unidade D,fev/2024,sangue,56,51,manhã,18.5,não,leste,1,lado_a_lado,cinza,branca,não,café,jazz,azul_bebe,vaso_bambu,norte,7,73339011025,jul,20,Nina,controlada,24.96
Unidade C,dez/2024,genético,42,57,manhã,23.2,,norte,3,lado_a_lado,vinho,roxa,não,eucalipto,jazz,verde_limao,vaso_bambu,nenhuma,9,62081093828,dez,19,Marcos,seca,50.79
Unidade A,mai/2025,sangue,43,66,tarde,21.4,não,oeste,3,lado_a_lado,amarela,azul_cobalto,não,café,rock,branco,cacto,norte,8,89588824633,mar,26,Ana,controlada,24.43
Unidade E,jul/2025,genético,59,54,manhã,19.3,não,leste,3,em_L,vinho,verde,não,lavanda,jazz,verde_limao,cacto,nenhuma,6,72049630389,fev,15,Julia,climatizada,41.98
Unidade D,ago/2024,sangue,34,56,tarde,8.9,não,leste,2,dispersos,azul,laranja,não,eucalipto,rock,azul_bebe,samambaia,nenhuma,12,71048346235,ago,22,Marcos,climatizada,19.27
Unidade B,out/2025,alergia,47,44,noite,23.7,sim,sul,1,dispersos,amarela,roxa,não,café,jazz,branco,nenhum,leste,7,32810050260,ago,15,1234,seca,47.65
Unidade F,jan/2025,alergia,47,61,tarde,21.8,,oeste,2,em_L,azul_cobalto,verde,não,nenhum,rock,vinho,vaso_bambu,nenhuma,9,28347196621,fev,10,Eduardo,climatizada,41.99
Unidade D,jul/2024,genético,43,73,noite,11.0,não,leste,1,lado_a_lado,azul,laranja,não,nenhum,rock,branco,nenhum,nenhuma,11,19992592572,mar,2,Nina,controlada,43.88
Unidade B,abr/2024,alergia,48,68,tarde,24.2,não,sul,4,dispersos,azul,branca,não,café,rock,azul_bebe,vaso_bambu,leste,8,47691147559,abr,22,1234,climatizada,43.21
Unidade C,abr/2024,sangue,44,49,tarde,23.2,não,norte,1,dispersos,grafite,azul_cobalto,não,café,nenhuma,azul_bebe,cacto,nenhuma,8,60446325402,fev,7,Nina,controlada,25.19
Unidade E,jan/2024,alergia,60,61,tarde,22.0,não,sul,4,em_L,verde,branca,não,café,rock,vinho,cacto,leste,11,92517949620,jul,22,Julia,umida,43.78
Unidade E,out/2024,sangue,63,72,tarde,19.7,não,norte,4,dispersos,azul,azul_cobalto,não,nenhum,pagode_90s,vinho,samambaia,oeste,11,72858666020,jun,11,Carlos,seca,25.8
Unidade B,abr/2024,hormonal,52,52,tarde,21.5,sim,leste,1,dispersos,vinho,branca,sim,nenhum,jazz,verde_limao,samambaia,norte,9,68882100723,set,26,Bianca,controlada,47.23
Unidade B,nov/2025,alergia,57,54,manhã,20.8,não,sul,2,lado_a_lado,vinho,verde,não,café,rock,branco,cacto,nenhuma,10,81409825509,jan,15,Carlos,controlada,37.68
Unidade B,set/2025,hormonal,38,65,tarde,14.3,não,sul,1,em_L,branca,roxa,sim,café,nenhuma,azul_bebe,nenhum,nenhuma,5,14299211946,mar,18,Carlos,controlada,32.24
Unidade F,mar/2024,imagem,47,52,tarde,14.3,,norte,1,lado_a_lado,azul,azul_cobalto,não,nenhum,jazz,azul_bebe,samambaia,norte,5,45543961840,jul,3,Marcos,umida,35.71
Unidade D,mai/2024,sangue,40,69,manhã,,não,leste,2,dispersos,branca,verde,sim,nenhum,pagode_90s,vinho,nenhum,sul,7,36643008449,jun,10,Nina,climatizada,21.69
Unidade F,nov/2024,alergia,33,71,manhã,11.1,,oeste,1,lado_a_lado,cinza,amarela,sim,café,nenhuma,verde_limao,nenhum,nenhuma,8,81068414117,ago,4,Bianca,climatizada,34.6
Unidade C,mar/2025,imagem,45,60,manhã,17.8,não,oeste,2,em_L,vinho,amarela,sim,lavanda,rock,azul_bebe,samambaia,nenhuma,10,20177849380,jan,20,Nina,umida,32.7
Unidade B,jul/2024,,40,40,noite,18.9,não,oeste,3,lado_a_lado,amarela,laranja,sim,lavanda,nenhuma,azul_bebe,cacto,sul,7,40043059718,nov,28,Nina,umida,33.25
Unidade C,mar/2025,imagem,39,58,manhã,13.3,sim,norte,2,em_L,verde,amarela,não,nenhum,rock,azul_bebe,cacto,norte,6,72570306546,mai,4,Nina,climatizada,39.58
Unidade A,out/2024,genético,63,46,tarde,18.7,não,sul,4,lado_a_lado,branca,roxa,não,café,jazz,vinho,nenhum,nenhuma,6,75334143495,nov,22,Marcos,umida,40.08
Unidade D,abr/2024,sangue,44,57,noite,19.5,não,norte,1,dispersos,azul,amarela,não,café,pagode_90s,vinho,cacto,oeste,8,19862816662,mar,30,Julia,umida,25.99
Unidade A,out/2025,urina,55,47,tarde,24.9,não,sul,4,em_L,cinza,laranja,não,café,jazz,vinho,cacto,nenhuma,5,99943400504,jan,8,Marcos,seca,24.5
